,1x,1y,5x,5y,12x,12y,13x,13y,14x,14y
0,472.0,182.23076923076923,448.0,182.23076923076923,592.0,396.15384615384613,432.0,396.15384615384613,488.0,578.3846153846154
1,472.0,198.07692307692307,456.0,206.0,600.0,404.0769230769231,448.0,412.0,496.0,594.2307692307693
2,480.0,190.15384615384616,464.0,198.07692307692307,600.0,396.15384615384613,448.0,412.0,512.0,586.3076923076923
3,400.0,190.15384615384616,384.0,190.15384615384616,544.0,396.15384615384613,376.0,404.0769230769231,432.0,578.3846153846154
4,480.0,206.0,480.0,206.0,616.0,396.15384615384613,504.0,404.0769230769231,536.0,586.3076923076923
5,480.0,190.15384615384616,456.0,190.15384615384616,600.0,404.0769230769231,424.0,396.15384615384613,488.0,578.3846153846154
6,520.0,206.0,504.0,206.0,672.0,404.0769230769231,496.0,412.0,560.0,578.3846153846154
7,360.0,190.15384615384616,360.0,190.15384615384616,496.0,388.2307692307692,344.0,404.0769230769231,400.0,570.4615384615385
8,472.0,182.23076923076923,456.0,182.23076923076923,600.0,396.15384615384613,432.0,396.15384615384613,488.0,570.4615384615385
9,472.0,182.23076923076923,448.0,182.23076923076923,592.0,396.15384615384613,432.0,396.15384615384613,488.0,578.3846153846154
10,456.0,95.07692307692308,440.0,95.07692307692308,608.0,293.15384615384613,432.0,309.0,488.0,491.2307692307692
11,456.0,95.07692307692308,440.0,95.07692307692308,616.0,293.15384615384613,432.0,309.0,496.0,499.15384615384613
12,456.0,95.07692307692308,440.0,95.07692307692308,608.0,293.15384615384613,432.0,309.0,496.0,499.15384615384613
13,456.0,95.07692307692308,440.0,103.0,608.0,293.15384615384613,432.0,309.0,496.0,491.2307692307692
14,456.0,95.07692307692308,440.0,103.0,608.0,293.15384615384613,432.0,309.0,488.0,491.2307692307692
15,456.0,95.07692307692308,440.0,103.0,608.0,301.0769230769231,432.0,309.0,488.0,491.2307692307692
16,456.0,95.07692307692308,440.0,95.07692307692308,616.0,293.15384615384613,440.0,309.0,488.0,491.2307692307692
17,456.0,95.07692307692308,440.0,95.07692307692308,608.0,293.15384615384613,440.0,316.9230769230769,488.0,491.2307692307692
18,456.0,95.07692307692308,440.0,95.07692307692308,608.0,301.0769230769231,440.0,316.9230769230769,488.0,491.2307692307692
19,456.0,95.07692307692308,432.0,103.0,616.0,293.15384615384613,440.0,309.0,488.0,491.2307692307692
20,472.0,198.07692307692307,456.0,206.0,592.0,404.0769230769231,440.0,404.0769230769231,496.0,594.2307692307693
21,472.0,198.07692307692307,456.0,206.0,600.0,404.0769230769231,448.0,412.0,496.0,586.3076923076923
22,472.0,198.07692307692307,456.0,206.0,600.0,404.0769230769231,448.0,412.0,496.0,594.2307692307693
23,472.0,198.07692307692307,456.0,198.07692307692307,592.0,404.0769230769231,448.0,412.0,496.0,594.2307692307693
24,472.0,198.07692307692307,456.0,198.07692307692307,592.0,404.0769230769231,448.0,412.0,496.0,594.2307692307693
25,472.0,198.07692307692307,456.0,198.07692307692307,592.0,396.15384615384613,440.0,404.0769230769231,496.0,594.2307692307693
26,472.0,198.07692307692307,456.0,198.07692307692307,600.0,404.0769230769231,440.0,412.0,496.0,594.2307692307693
27,472.0,198.07692307692307,448.0,198.07692307692307,600.0,404.0769230769231,448.0,412.0,496.0,594.2307692307693
28,472.0,198.07692307692307,448.0,198.07692307692307,600.0,404.0769230769231,440.0,404.0769230769231,496.0,594.2307692307693
29,472.0,198.07692307692307,448.0,198.07692307692307,600.0,404.0769230769231,448.0,412.0,496.0,594.2307692307693
30,480.0,198.07692307692307,464.0,198.07692307692307,600.0,396.15384615384613,448.0,412.0,512.0,594.2307692307693
31,400.0,190.15384615384616,384.0,190.15384615384616,544.0,404.0769230769231,376.0,404.0769230769231,432.0,586.3076923076923
32,400.0,190.15384615384616,376.0,198.07692307692307,544.0,396.15384615384613,376.0,404.0769230769231,432.0,586.3076923076923
